罪種,認知件数_2025,認知件数_2024,増減,増減率
あへん法,4.0,6.0,-2.0,-33.3
大麻草栽培規制法　　注２,137.0,6688.0,-6551.0,-98.0
覚醒剤取締法,8368.0,7930.0,438.0,5.5
医薬品医療機器等法,346.0,537.0,-191.0,-35.6
毒物及び劇物取締法,89.0,96.0,-7.0,-7.3
廃棄物処理法,4467.0,4523.0,-56.0,-1.2
労働基準法,17.0,32.0,-15.0,-46.9
その他,4206.0,4215.0,-9.0,-0.2
注１　自動車の運転により人を死傷させる行為等の処罰に関する法律及び交通法令違反を除く。,,,,
注２　2024年の大麻草栽培規制法の数値には、大麻取締法の数値を含む。,,,,
総数,,897.0,802.0,508.0
アジア州,,738.0,628.0,413.0
アジア州,,28.0,28.0,22.0
アジア州,,103.0,118.0,65.0
アジア州,,4.0,3.0,3.0
アジア州,,24.0,17.0,22.0
アジア州,,32.0,14.0,21.0
アジア州,,28.0,37.0,24.0
アジア州,,19.0,10.0,7.0
アジア州,,27.0,28.0,19.0
アジア州,,17.0,11.0,15.0
アジア州,,50.0,40.0,32.0
アジア州,,287.0,230.0,100.0
アジア州,,7.0,1.0,6.0
アジア州,,112.0,91.0,77.0
ヨーロッパ州,,39.0,29.0,22.0
ヨーロッパ州,,4.0,0.0,4.0
ヨーロッパ州,,2.0,1.0,0.0
ヨーロッパ州,,0.0,0.0,0.0
ヨーロッパ州,,6.0,3.0,2.0
ヨーロッパ州,,4.0,4.0,1.0
ヨーロッパ州,,23.0,21.0,15.0
南北アメリカ州,,91.0,101.0,53.0
南北アメリカ州,,16.0,15.0,11.0
南北アメリカ州,,2.0,3.0,1.0
南北アメリカ州,,50.0,51.0,29.0
南北アメリカ州,,23.0,32.0,12.0
アフリカ州,,26.0,34.0,19.0
オセアニア州,,3.0,10.0,1.0
無国籍,,0.0,0.0,0.0
国籍不明,,0.0,0.0,0.0
 注 「中国」は、台湾、香港等を含む。,,,,
総数,,389.0,353.0,313.0
アジア州,,325.0,291.0,271.0
アジア州,,6.0,9.0,6.0
アジア州,,38.0,37.0,26.0
アジア州,,1.0,0.0,0.0
アジア州,,2.0,0.0,2.0
アジア州,,11.0,4.0,9.0
アジア州,,4.0,15.0,1.0
アジア州,,12.0,7.0,12.0
アジア州,,8.0,10.0,2.0
アジア州,,2.0,1.0,1.0
アジア州,,18.0,13.0,12.0
アジア州,,187.0,163.0,174.0
アジア州,,1.0,0.0,0.0
アジア州,,35.0,32.0,26.0
ヨーロッパ州,,17.0,12.0,12.0
ヨーロッパ州,,0.0,0.0,0.0
ヨーロッパ州,,2.0,1.0,1.0
ヨーロッパ州,,0.0,0.0,0.0
ヨーロッパ州,,4.0,1.0,4.0
ヨーロッパ州,,3.0,1.0,1.0
ヨーロッパ州,,8.0,9.0,6.0
南北アメリカ州,,38.0,40.0,28.0
南北アメリカ州,,5.0,3.0,4.0
南北アメリカ州,,1.0,0.0,1.0
南北アメリカ州,,21.0,25.0,13.0
南北アメリカ州,,11.0,12.0,10.0
アフリカ州,,7.0,6.0,1.0
オセアニア州,,2.0,4.0,1.0
無国籍,,0.0,0.0,0.0
国籍不明,,0.0,0.0,0.0
第１３表,,,,
総数,,22831.0,19292.0,3539.0
北海道,,217.0,219.0,-2.0
北海道,,148.0,175.0,-27.0
北海道,,8.0,5.0,3.0
北海道,,24.0,14.0,10.0
北海道,,26.0,15.0,11.0
北海道,,11.0,10.0,1.0
東北,,652.0,513.0,139.0
東北,,19.0,28.0,-9.0
東北,,122.0,95.0,27.0
東北,,180.0,142.0,38.0
東北,,39.0,8.0,31.0
東北,,202.0,182.0,20.0
東北,,90.0,58.0,32.0
東京都,,4574.0,4219.0,355.0
関東,,10160.0,8502.0,1658.0
関東,,1741.0,1298.0,443.0
関東,,548.0,328.0,220.0
関東,,1583.0,1219.0,364.0
関東,,1620.0,1751.0,-131.0
関東,,2283.0,1262.0,1021.0
関東,,1061.0,1249.0,-188.0
関東,,226.0,387.0,-161.0
関東,,100.0,116.0,-16.0
関東,,181.0,332.0,-151.0
関東,,817.0,560.0,257.0
中部,,2973.0,2586.0,387.0
中部,,171.0,133.0,38.0
中部,,64.0,108.0,-44.0
中部,,145.0,130.0,15.0
中部,,517.0,423.0,94.0
中部,,1560.0,1522.0,38.0
中部,,516.0,270.0,246.0
近畿,,2487.0,1821.0,666.0
近畿,,154.0,140.0,14.0
近畿,,322.0,175.0,147.0
近畿,,1205.0,981.0,224.0
近畿,,624.0,449.0,175.0
近畿,,138.0,59.0,79.0
近畿,,44.0,17.0,27.0
中国,,546.0,389.0,157.0
中国,,71.0,33.0,38.0
中国,,59.0,45.0,14.0
中国,,133.0,92.0,41.0
中国,,216.0,153.0,63.0
中国,,67.0,66.0,1.0
四国,,190.0,160.0,30.0
四国,,26.0,29.0,-3.0
四国,,66.0,76.0,-10.0
四国,,80.0,34.0,46.0
四国,,18.0,21.0,-3.0
九州,,1032.0,883.0,149.0
九州,,565.0,488.0,77.0
九州,,60.0,14.0,46.0
九州,,28.0,37.0,-9.0
九州,,64.0,130.0,-66.0
九州,,124.0,63.0,61.0
九州,,17.0,32.0,-15.0
九州,,67.0,24.0,43.0
九州,,107.0,95.0,12.0
第１３表,,,,
総数,,7125.0,7626.0,-501.0
北海道,,42.0,76.0,-34.0
北海道,,39.0,60.0,-21.0
北海道,,2.0,2.0,0.0
北海道,,1.0,2.0,-1.0
北海道,,0.0,8.0,-8.0
北海道,,0.0,4.0,-4.0
東北,,137.0,122.0,15.0
東北,,6.0,5.0,1.0
東北,,26.0,22.0,4.0
東北,,59.0,56.0,3.0
東北,,11.0,2.0,9.0
東北,,18.0,10.0,8.0
東北,,17.0,27.0,-10.0
東京都,,2321.0,2426.0,-105.0
関東,,2733.0,3135.0,-402.0
関東,,483.0,681.0,-198.0
関東,,123.0,161.0,-38.0
関東,,290.0,360.0,-70.0
関東,,662.0,657.0,5.0
関東,,492.0,549.0,-57.0
関東,,380.0,465.0,-85.0
関東,,31.0,38.0,-7.0
関東,,46.0,38.0,8.0
関東,,79.0,63.0,16.0
関東,,147.0,123.0,24.0
中部,,849.0,941.0,-92.0
中部,,42.0,28.0,14.0
中部,,23.0,32.0,-9.0
中部,,28.0,25.0,3.0
中部,,62.0,78.0,-16.0
中部,,609.0,690.0,-81.0
中部,,85.0,88.0,-3.0
近畿,,690.0,617.0,73.0
近畿,,16.0,27.0,-11.0
近畿,,48.0,53.0,-5.0
近畿,,430.0,364.0,66.0
近畿,,163.0,152.0,11.0
近畿,,28.0,14.0,14.0
近畿,,5.0,7.0,-2.0
中国,,99.0,106.0,-7.0
中国,,5.0,11.0,-6.0
中国,,3.0,3.0,0.0
中国,,28.0,20.0,8.0
中国,,44.0,40.0,4.0
中国,,19.0,32.0,-13.0
四国,,29.0,23.0,6.0
四国,,2.0,3.0,-1.0
四国,,15.0,16.0,-1.0
四国,,10.0,2.0,8.0
四国,,2.0,2.0,0.0
九州,,225.0,180.0,45.0
九州,,109.0,102.0,7.0
九州,,22.0,2.0,20.0
九州,,3.0,6.0,-3.0
九州,,10.0,19.0,-9.0
九州,,20.0,10.0,10.0
九州,,2.0,5.0,-3.0
九州,,14.0,6.0,8.0
九州,,45.0,30.0,15.0
注 自動車の運転により人を死傷させる行為等の処罰に関する法律及び交通法令違反を除く。,,,,
第１４表,,,,
刑法犯計,7282.0,9651.0,-2369.0,-24.5
殺人,31.0,36.0,-5.0,-13.9
強盗,79.0,88.0,-9.0,-10.2
放火,2.0,10.0,-8.0,-80.0
不同意性交等,39.0,30.0,9.0,30.0
凶器準備集合,7.0,7.0,0.0,0.0
暴行,351.0,400.0,-49.0,-12.3
傷害,664.0,798.0,-134.0,-16.8
脅迫,248.0,251.0,-3.0,-1.2
恐喝,285.0,320.0,-35.0,-10.9
窃盗,3177.0,4976.0,-1799.0,-36.2
詐欺,1389.0,1634.0,-245.0,-15.0
賭博,54.0,66.0,-12.0,-18.2
わいせつ物頒布等,0.0,3.0,-3.0,-100.0
公務執行妨害,90.0,103.0,-13.0,-12.6
犯人蔵匿,36.0,25.0,11.0,44.0
証人威迫,6.0,3.0,3.0,100.0
逮捕監禁,53.0,42.0,11.0,26.2
信用毀損・威力業務妨害,27.0,20.0,7.0,35.0
器物損壊等,122.0,171.0,-49.0,-28.7
暴力行為,2.0,5.0,-3.0,-60.0
その他,620.0,663.0,-43.0,-6.5
総数 注）,11134.0,13884.0,-2750.0,-19.8
注　第１４表の刑法犯計と第１５表の特別法犯計の合計数である。,,,,
第１５表,,,,
特別法犯計　　　注１,3852.0,4233.0,-381.0,-9.0
入管法,15.0,23.0,-8.0,-34.8
軽犯罪法,42.0,52.0,-10.0,-19.2
酩酊者規制法,2.0,0.0,2.0,0.0
迷惑防止条例,37.0,78.0,-41.0,-52.6
暴力団員不当行為防止法,11.0,8.0,3.0,37.5
暴力団排除条例,33.0,53.0,-20.0,-37.7
自転車競技法,0.0,0.0,0.0,0.0
競馬法,0.0,0.0,0.0,0.0
モーターボート競走法,1.0,9.0,-8.0,-88.9
小型自動車競走法,0.0,0.0,0.0,0.0
風営適正化法,60.0,75.0,-15.0,-20.0
売春防止法,15.0,11.0,4.0,36.4
児童福祉法,7.0,7.0,0.0,0.0
青少年保護育成条例,7.0,8.0,-1.0,-12.5
出資法,8.0,12.0,-4.0,-33.3
貸金業法,7.0,13.0,-6.0,-46.2
宅地建物取引業法,3.0,3.0,0.0,0.0
建設業法,10.0,3.0,7.0,233.3
銃刀法,62.0,62.0,0.0,0.0
火薬類取締法,4.0,2.0,2.0,100.0
麻薬等取締法,1001.0,250.0,751.0,300.4
あへん法,1.0,1.0,0.0,0.0
大麻草栽培規制法　　注２,23.0,757.0,-734.0,-97.0
覚醒剤取締法,2100.0,2389.0,-289.0,-12.1
毒物及び劇物取締法,7.0,14.0,-7.0,-50.0
廃棄物処理法,17.0,36.0,-19.0,-52.8
労働基準法,3.0,5.0,-2.0,-40.0
職業安定法,24.0,13.0,11.0,84.6
健康保険法,0.0,0.0,0.0,0.0
労働者派遣法,2.0,4.0,-2.0,-50.0
旅券法,2.0,1.0,1.0,100.0
麻薬等特例法,154.0,103.0,51.0,49.5
その他,194.0,241.0,-47.0,-19.5
注１　自動車の運転により人を死傷させる行為等の処罰に関する法律及び交通法令違反を除く。,,,,
注２　2024年の大麻草栽培規制法の数値には、大麻取締法の数値を含む。,,,,
,,,,
